time_ms,x1,y1,z1,x2,y2,z2
12479, 0.278, 0.346, 0.057, -0.022, -0.011, -0.045
12685, -0.048, -0.291, 0.013, 0.008, 0.004, 0.044
12892, 0.115, 0.049, 0.028, 0.008, -0.011, -0.015
13097, 0.130, 0.123, 0.057, -0.007, -0.011, -0.001
13304, 0.056, 0.049, 0.102, -0.007, 0.004, -0.015
13510, 0.100, 0.257, -0.031, -0.007, 0.004, -0.015
13716, -0.003, 0.138, -0.031, 0.008, 0.004, -0.015
13923, -0.048, -0.054, -0.046, -0.007, 0.004, -0.001
14129, 0.071, -0.010, -0.031, -0.022, 0.004, -0.001
14336, 0.263, 0.271, -0.031, -0.007, 0.018, -0.030
14541, 0.130, -0.262, -0.031, 0.008, -0.026, -0.075
14748, -0.107, 0.005, -0.002, 0.008, 0.004, -0.001
14954, -0.077, -0.040, -0.017, -0.007, 0.004, -0.001
15160, 0.026, 0.005, 0.057, -0.007, -0.011, -0.015
15367, 0.145, 0.035, -0.061, -0.037, 0.004, -0.001
15572, -0.003, 0.005, -0.031, -0.007, -0.011, -0.030
15779, 0.026, 0.123, -0.031, -0.007, 0.004, -0.045
15985, 0.056, 0.064, 0.013, -0.007, 0.018, -0.001
16192, 0.056, 0.005, 0.013, 0.008, -0.011, -0.015
16398, -0.048, 0.020, 0.072, -0.007, -0.011, -0.015
16604, 0.011, 0.005, 0.057, -0.022, 0.004, -0.030
16811, 0.011, 0.035, 0.013, -0.022, 0.004, -0.030
17016, -0.003, -0.040, -0.017, -0.007, 0.004, 0.044
17223, -0.152, -0.188, 0.043, -0.037, 0.004, 0.059
17429, -0.077, -0.202, -0.002, -0.007, -0.011, 0.014
17636, -0.033, -0.010, -0.031, -0.007, -0.011, 0.029
17842, -0.003, -0.084, -0.091, -0.007, 0.004, -0.015
18048, -0.003, -0.025, -0.061, -0.007, 0.004, -0.001
18254, -0.077, -0.173, -0.076, -0.007, -0.011, 0.014
18460, 0.071, -0.099, -0.076, -0.007, 0.004, -0.015
18667, 0.085, -0.232, 0.057, 0.022, -0.026, -0.015
18873, 0.011, -0.069, -0.046, -0.007, 0.004, -0.060
19080, 0.322, 0.020, -0.076, -0.022, 0.018, 0.133
19286, -0.166, 0.316, -0.046, -0.037, -0.011, -0.208
19492, -0.137, -0.084, -0.017, -0.022, -0.011, 0.059
19698, -0.403, -0.114, 0.102, 0.022, -0.041, 0.014
19904, -0.137, 0.094, -0.017, 0.037, -0.011, 0.044
20111, -0.463, 0.035, -0.002, 0.008, -0.011, 0.073
20317, -0.507, 0.286, -0.002, 0.022, -0.011, -0.089
20524, -0.300, -0.054, 0.013, 0.037, -0.026, 0.059
20729, -0.448, -0.632, 0.028, 0.022, -0.011, 0.133
20936, 0.426, -0.395, -0.002, -0.007, -0.011, 0.029
21142, -0.048, -0.721, 0.057, 0.022, -0.011, 0.103
21349, 0.219, -0.084, 0.028, 0.022, -0.011, -0.075
21555, -0.063, 0.286, -0.017, -0.052, 0.018, -0.149
21761, 0.041, 0.049, 0.072, 0.008, -0.026, -0.104
21967, -0.048, -0.114, 0.057, -0.007, -0.011, -0.015
22173, -0.314, 0.153, 0.057, -0.022, 0.018, 0.029
22380, -0.685, -0.336, -0.017, 0.008, -0.026, 0.029
22586, -0.433, -0.277, 0.013, 0.052, -0.041, 0.059
22793, 0.026, -0.040, -0.017, 0.022, -0.011, 0.073
22999, 0.100, -0.765, 0.102, 0.008, -0.011, 0.103
23205, -0.137, -0.188, 0.117, 0.037, -0.011, 0.133
23411, -0.240, -0.099, 0.057, 0.037, -0.026, 0.118
23618, -0.759, -0.469, 0.072, 0.067, -0.026, 0.162
23824, -0.240, -0.454, 0.013, 0.096, -0.041, 0.103
24030, -0.166, -0.306, 0.043, 0.082, -0.041, 0.073
24237, 0.308, -0.054, 0.057, 0.037, -0.026, 0.103
24442, 0.367, -0.025, -0.180, -0.022, 0.004, 0.044
24649, 0.411, 0.316, -0.105, -0.022, 0.004, -0.060
24855, -0.048, 0.523, 0.072, -0.037, -0.011, -0.164
25062, 0.085, 0.079, -0.076, -0.052, 0.004, 0.014
25268, 0.115, 0.257, -0.002, 0.008, -0.011, -0.060
25474, 0.352, -0.143, 0.117, -0.037, -0.011, -0.119
25680, -0.611, 0.123, 0.102, 0.008, 0.004, -0.030
25886, -0.092, -0.706, -0.046, -0.037, 0.004, 0.073
26093, 0.071, -0.054, -0.031, -0.096, 0.018, -0.164
26299, 0.160, -0.025, 0.028, -0.007, -0.011, 0.014
26506, -0.433, 0.153, 0.087, 0.008, 0.004, -0.015
26712, -0.063, -0.040, 0.072, 0.022, -0.041, -0.030
26918, 0.367, 0.701, -0.105, -0.022, -0.026, -0.015
27124, -0.137, 0.168, -0.031, 0.022, -0.011, 0.073
27331, -0.211, -0.543, 0.117, -0.052, 0.018, 0.044
27537, -0.226, -0.025, -0.017, -0.007, -0.011, -0.045
27743, -0.477, -0.143, -0.076, 0.037, -0.026, 0.029
27950, 0.115, 0.035, -0.002, -0.007, -0.011, -0.015
28155, 0.085, 0.212, -0.017, -0.007, -0.026, 0.014
28362, 0.189, 0.064, 0.057, -0.022, 0.004, -0.030
28568, -0.181, 0.109, -0.002, -0.007, -0.011, 0.044
28775, -0.003, 0.109, 0.028, -0.007, -0.011, -0.001
28981, -0.137, -0.040, -0.002, -0.007, -0.011, 0.014
29188, -0.137, -0.084, -0.002, 0.008, 0.004, -0.015
29393, 0.026, 0.005, -0.105, -0.007, -0.011, -0.001
29599, -0.063, -0.247, 0.013, -0.007, -0.011, -0.001
29806, -0.033, -0.232, 0.013, -0.007, -0.011, -0.015
30012, -0.063, -0.010, 0.028, 0.008, -0.011, -0.001
30219, 0.219, 0.005, 0.013, -0.022, 0.004, 0.014
30425, 0.145, 0.138, -0.002, -0.022, -0.026, -0.104
30631, -0.003, -0.010, 0.057, -0.007, -0.011, -0.030
30837, -0.063, -0.054, 0.013, -0.007, -0.011, -0.030
31043, -0.003, 0.094, -0.002, -0.022, 0.004, -0.015
31250, -0.033, 0.094, -0.091, -0.007, -0.011, -0.001
31456, -0.048, -0.010, 0.028, 0.008, 0.004, -0.001
31663, 0.085, 0.183, -0.061, -0.007, -0.011, 0.014
31868, 0.011, -0.010, -0.076, -0.007, 0.004, 0.029
32075, 0.100, 0.094, -0.091, 0.008, -0.026, -0.060
32281, -0.285, -0.573, 0.013, -0.007, -0.026, -0.001
32487, 0.160, -0.173, -0.076, -0.007, -0.011, -0.001
32694, 0.071, 0.153, -0.105, -0.007, 0.018, -0.001
32900, 0.026, 0.005, 0.043, -0.007, 0.004, -0.015
33106, 0.011, 0.035, 0.013, -0.007, 0.004, -0.045
33312, 0.071, 0.020, 0.057, -0.007, 0.004, -0.015
33519, -0.152, 0.049, 0.072, -0.022, 0.018, -0.030
33725, 0.219, 0.079, 0.057, 0.008, 0.004, 0.059
33932, -0.033, -0.040, -0.002, 0.008, -0.026, 0.029
34138, 0.011, -0.099, 0.057, 0.022, -0.041, 0.029
34343, -0.033, 0.020, -0.031, 0.008, -0.011, -0.015
34550, -0.033, -0.069, 0.013, -0.007, -0.026, -0.015
34756, -0.048, -0.054, -0.046, -0.007, 0.004, 0.044
34963, -0.107, 0.138, -0.046, 0.008, 0.004, 0.088
35169, 0.426, -0.217, -0.105, -0.022, 0.018, 0.014
35376, 0.337, 0.153, -0.091, -0.022, -0.011, -0.119
35581, -0.181, -0.454, -0.031, 0.008, -0.011, 0.103
35787, 0.189, 0.079, -0.002, -0.022, -0.011, -0.119
35994, -0.314, -0.143, 0.072, 0.067, -0.026, 0.014
36200, -0.285, 0.197, 0.028, 0.022, -0.026, 0.073
36407, 0.071, -0.040, 0.072, -0.007, 0.004, 0.044
36613, 0.174, 0.020, -0.017, -0.052, 0.004, -0.075
36819, -0.196, -0.069, -0.031, -0.007, 0.004, -0.015
37025, 0.130, -0.395, -0.031, -0.007, 0.004, -0.149
37232, 0.056, 0.123, 0.057, 0.022, -0.026, -0.030
37438, 0.026, -0.025, 0.013, 0.022, -0.011, 0.014
37644, -0.255, 0.020, -0.061, 0.022, -0.011, 0.029
37851, 0.056, -0.010, 0.057, -0.022, 0.004, -0.001
38056, 0.263, -0.321, 0.057, 0.022, -0.041, -0.075
38263, -0.492, -0.528, 0.013, -0.096, 0.018, -0.119
38469, -0.152, -0.232, -0.061, 0.052, -0.026, 0.103
38676, -0.137, 0.316, -0.046, 0.008, -0.026, 0.059
38882, 0.471, -0.499, 0.028, 0.022, -0.041, 0.103
39089, 0.056, -0.262, 0.087, -0.022, -0.026, -0.060
39294, -0.433, -0.291, 0.161, 0.037, -0.026, -0.060
39500, 0.041, -0.054, -0.046, -0.052, 0.004, -0.030
39707, 0.085, 0.301, -0.135, -0.126, 0.048, -0.030
39913, 0.100, 0.035, -0.017, -0.126, 0.048, -0.149
40120, -0.152, -0.158, -0.002, -0.052, 0.033, -0.045
40326, -0.463, -0.188, 0.043, -0.007, 0.018, 0.044
40532, -0.107, 0.094, 0.028, 0.008, 0.018, 0.059
40738, -0.048, 0.138, -0.002, -0.007, 0.018, 0.103
40945, -0.137, 0.331, -0.031, -0.037, 0.004, 0.103
41151, -0.181, -0.040, -0.061, -0.022, 0.004, 0.059
41357, 0.174, 0.346, -0.076, -0.007, 0.004, -0.030
41564, 0.441, -0.454, -0.105, -0.022, -0.011, -0.060
41769, -0.077, -0.143, -0.061, -0.007, 0.018, 0.014
41976, 0.322, 0.020, 0.013, -0.007, 0.004, -0.045
42182, -0.152, -0.084, 0.072, 0.067, -0.026, -0.001
42389, -0.077, -0.262, 0.102, 0.111, -0.070, 0.029
42595, -0.107, -0.262, 0.132, 0.096, -0.056, 0.029
42802, 0.174, 0.301, 0.013, 0.022, -0.026, 0.029
43008, 0.204, 0.271, -0.076, -0.022, 0.004, -0.015
43213, 0.071, 0.597, -0.002, -0.037, 0.004, -0.045
43420, 0.204, -0.247, -0.061, -0.067, 0.018, -0.089
43626, -0.033, -0.010, -0.076, -0.007, -0.026, -0.075
43833, -0.018, 0.346, -0.061, 0.008, -0.026, 0.014
44039, -0.344, -0.395, -0.017, 0.008, 0.004, 0.059
44246, -0.077, 0.020, -0.061, 0.037, -0.041, 0.059
44451, -0.048, -0.025, -0.061, 0.022, -0.011, 0.029
44658, -0.033, -0.010, -0.046, -0.022, 0.004, -0.015
44864, -0.018, -0.069, -0.120, -0.007, 0.004, -0.015
45070, 0.056, -0.054, -0.076, -0.007, -0.011, -0.001
45277, -0.018, -0.084, -0.061, -0.007, -0.011, 0.044
45483, 0.026, -0.054, -0.017, -0.022, -0.011, -0.001
45689, 0.026, -0.084, -0.017, -0.007, 0.004, -0.060
45895, 0.115, 0.005, -0.002, -0.007, -0.011, -0.030
46102, 0.011, 0.079, 0.043, -0.007, -0.011, -0.015
46308, 0.056, -0.084, 0.043, -0.007, -0.041, -0.015
46514, 0.056, -0.040, -0.076, -0.022, 0.004, -0.015
46721, -0.018, 0.049, -0.091, -0.007, 0.004, -0.045
46926, -0.270, -0.128, -0.061, -0.007, -0.011, -0.030
47133, 0.219, -0.025, -0.017, -0.067, 0.018, -0.089
47339, 0.026, 0.035, 0.117, -0.037, 0.004, -0.060
47546, -0.003, 0.079, 0.087, -0.022, 0.004, -0.015
47752, -0.077, -0.025, -0.017, -0.007, -0.011, -0.015
47959, 0.011, 0.138, -0.105, 0.008, -0.011, -0.015
48164, 0.026, 0.153, -0.017, -0.007, -0.011, 0.014
48370, 0.041, -0.128, 0.072, -0.007, -0.011, -0.001
48577, 0.041, 0.049, 0.043, 0.008, -0.011, -0.030
48783, 0.115, -0.084, -0.046, -0.037, 0.004, -0.015
48990, -0.107, -0.025, -0.031, -0.037, 0.004, 0.014
49196, -0.166, 0.035, -0.017, -0.022, -0.011, -0.015
49402, 0.100, -0.025, -0.061, -0.007, -0.026, -0.015
49608, -0.033, 0.123, -0.076, 0.008, -0.011, 0.044
49815, -0.018, -0.025, -0.061, -0.007, 0.004, -0.001
50021, 0.011, -0.054, -0.091, 0.008, -0.026, -0.015
50227, -0.033, -0.128, -0.046, -0.007, 0.004, -0.015
50434, 0.026, -0.010, -0.002, -0.007, -0.011, -0.001
50639, -0.018, 0.331, -0.031, -0.007, -0.026, -0.015
50846, -0.152, 0.123, -0.002, -0.022, 0.033, -0.001
51052, 0.011, 0.020, -0.002, -0.022, 0.004, -0.015
51259, 0.071, 0.212, 0.028, -0.007, -0.026, -0.030
51465, -0.018, 0.064, 0.028, -0.007, 0.004, -0.045
51672, 0.174, 0.227, -0.017, -0.022, 0.004, -0.045
51877, 0.041, 0.035, 0.028, -0.022, 0.004, -0.001
52083, -0.596, 0.346, 0.057, 0.008, -0.011, 0.118
52290, 0.559, 0.079, 0.028, -0.022, 0.004, 0.044
52496, 0.308, 0.109, -0.002, -0.007, -0.011, -0.015
52703, 0.085, 0.449, 0.028, -0.037, -0.011, -0.119
52909, -0.433, 0.212, -0.017, -0.037, -0.026, 0.014
53115, -0.211, 0.494, -0.046, 0.022, -0.011, -0.001
53321, 0.308, 0.301, -0.105, -0.007, 0.004, 0.059
53527, -0.448, 0.197, 0.013, 0.082, -0.056, -0.001
53734, 0.559, -0.810, 0.028, -0.007, -0.011, 0.073
53940, -0.018, -0.439, -0.002, -0.052, -0.011, -0.134
54147, -0.107, 0.494, -0.017, -0.037, -0.011, -0.075
54352, -0.196, 0.079, 0.013, -0.007, 0.018, 0.088
54559, -0.403, 0.094, -0.076, -0.052, 0.004, 0.088
54765, -0.211, 0.242, -0.017, 0.008, -0.011, 0.014
54972, 0.160, -0.143, -0.091, -0.096, 0.048, -0.075
55178, 0.471, 0.449, -0.135, -0.067, 0.018, -0.149
55385, 0.041, 0.109, -0.165, -0.081, 0.018, -0.075
55590, 0.011, 0.064, -0.135, -0.052, 0.018, -0.001
55796, -0.477, 0.123, -0.076, 0.008, 0.004, 0.029
56003, -0.240, 0.257, 0.043, 0.082, -0.041, -0.001
56209, -0.270, -0.188, 0.057, 0.096, -0.056, 0.073
56416, -0.077, -0.351, 0.043, 0.082, -0.041, 0.162
56622, 0.471, 0.301, -0.105, 0.052, 0.004, -0.001
56828, 0.293, 0.064, 0.057, -0.067, 0.018, -0.045
57034, 0.130, 0.168, 0.057, -0.052, 0.004, -0.104
57241, 0.189, 0.894, -0.061, -0.007, -0.011, -0.134
57447, 0.174, 0.197, 0.057, 0.022, -0.026, -0.119
57653, 0.115, -0.128, 0.087, 0.008, -0.011, -0.045
57860, -0.092, -0.277, 0.102, -0.007, -0.026, 0.044
58065, -0.240, -0.469, 0.161, 0.022, -0.041, 0.059
58272, 0.174, -0.054, -0.046, -0.007, 0.004, -0.089
58478, 0.085, -0.839, -0.046, -0.081, 0.018, -0.075
58685, -0.314, 0.390, -0.091, 0.008, -0.026, -0.178
58891, -0.033, 0.242, -0.061, -0.007, 0.018, 0.118
59098, 0.011, 0.464, -0.135, -0.052, 0.018, -0.001
59303, -0.300, -0.321, 0.087, -0.007, -0.011, -0.060
59509, 0.278, 0.094, 0.057, 0.008, -0.011, -0.015
59716, -0.048, -0.188, 0.057, -0.007, -0.026, -0.015
59922, 0.189, -0.099, -0.061, 0.008, -0.011, -0.045
60129, -0.329, 0.434, -0.105, -0.007, 0.018, 0.044
60335, -0.329, -0.143, 0.102, 0.037, -0.011, 0.133
60541, 0.071, 0.212, 0.028, -0.022, -0.011, 0.044
60747, -0.048, 0.020, -0.017, -0.022, -0.011, -0.015
60954, -0.033, 0.005, -0.076, -0.007, 0.004, -0.001
61160, -0.092, 0.109, -0.076, -0.022, -0.011, -0.015
61366, -0.003, -0.306, -0.061, -0.037, 0.018, -0.001
61573, -0.033, -0.040, 0.013, -0.037, 0.004, -0.045
61778, -0.003, -0.069, 0.028, -0.022, 0.004, -0.030
61985, -0.003, -0.025, 0.013, -0.007, 0.004, -0.045
62191, 0.071, -0.054, -0.017, -0.007, -0.011, -0.015
62398, -0.063, -0.084, -0.031, -0.007, 0.018, -0.015
62604, 0.011, -0.084, -0.061, -0.007, 0.004, -0.030
62810, -0.063, -0.010, -0.076, -0.007, 0.004, -0.015
63016, 0.056, 0.049, -0.002, 0.008, -0.011, -0.030
63222, 0.011, -0.247, -0.046, -0.037, 0.004, -0.030
63429, -0.092, -0.158, 0.028, 0.008, -0.011, -0.015
63635, 0.160, 0.109, 0.028, -0.007, -0.011, -0.015
63842, -0.063, -0.262, 0.087, 0.008, 0.004, -0.015
64048, -0.048, -0.054, 0.043, -0.007, -0.011, -0.001
64254, 0.085, -0.040, -0.031, -0.022, 0.004, -0.045
64460, 0.026, 0.005, -0.061, -0.007, -0.011, 0.014
64666, -0.107, -0.217, -0.076, -0.022, 0.004, 0.044
64873, -0.077, -0.247, -0.076, -0.007, -0.011, -0.001
65079, 0.011, -0.040, -0.076, -0.037, -0.011, -0.045
65286, 0.041, 0.005, -0.076, -0.022, -0.011, -0.001
65491, 0.011, 0.049, -0.061, -0.037, 0.004, -0.001
65698, -0.003, 0.005, 0.013, -0.022, -0.011, -0.030
65904, 0.026, 0.197, -0.046, 0.008, -0.011, -0.015
66111, 0.041, 0.049, 0.013, -0.007, -0.011, -0.178
66317, -0.018, 0.094, 0.072, -0.007, -0.011, 0.014
66523, -0.033, 0.020, 0.013, -0.007, -0.011, -0.015
66729, 0.011, 0.049, 0.043, -0.022, 0.004, -0.015
66935, -0.033, -0.010, 0.013, 0.008, -0.011, -0.015
67142, -0.018, 0.020, -0.017, -0.007, -0.026, 0.014
67348, 0.041, -0.025, 0.028, 0.008, 0.004, -0.015
67555, -0.344, -0.262, 0.028, 0.008, -0.026, -0.030
67761, -0.003, -0.069, -0.091, -0.007, -0.011, -0.001
67966, -0.314, -0.084, -0.031, 0.022, -0.026, 0.103
68173, 0.219, -0.025, -0.002, 0.022, -0.026, -0.104
68379, 0.115, 0.183, -0.031, -0.022, 0.018, 0.059
68586, -0.018, 0.212, 0.013, -0.037, 0.004, -0.045
68792, -0.492, 0.094, 0.102, 0.022, -0.026, 0.029
68999, -0.122, -0.573, 0.117, -0.037, 0.033, -0.045
69204, 0.471, -0.277, -0.031, -0.007, -0.026, -0.075
69411, 0.678, 0.212, -0.017, -0.111, 0.004, -0.208
69617, -0.388, 0.153, 0.057, -0.022, 0.004, -0.089
69823, -0.166, -0.306, 0.013, -0.022, 0.033, 0.059
70030, 0.071, 0.316, -0.150, -0.022, 0.018, 0.059
70236, -0.507, 0.049, -0.150, 0.022, -0.011, 0.073
70443, -0.122, 0.242, -0.031, -0.052, 0.018, 0.073
70648, -0.448, 0.005, -0.061, -0.007, 0.018, 0.059
70855, -0.314, 0.094, 0.132, 0.067, -0.011, 0.059
71061, -0.344, -0.365, 0.028, 0.052, -0.026, 0.148
71268, -0.166, -0.247, 0.102, 0.067, -0.041, 0.118
71474, 0.441, -0.513, -0.105, 0.022, -0.011, 0.059
71681, 0.263, -0.291, 0.087, -0.022, 0.018, -0.045
71886, 0.100, -0.425, 0.013, -0.037, 0.004, -0.178
72092, 0.115, -0.291, -0.046, -0.037, -0.011, -0.149
72299, 0.352, -0.306, -0.031, -0.022, -0.026, -0.119
72505, 0.130, -0.365, -0.061, -0.037, -0.011, -0.134
72712, 0.189, -0.084, 0.013, -0.022, -0.011, -0.134
72918, 0.100, -0.143, 0.043, 0.022, -0.026, -0.119
73124, 0.026, 0.168, -0.002, 0.008, -0.011, -0.075
73330, -0.255, -0.291, 0.028, -0.007, -0.011, 0.029
73537, -0.670, 0.005, 0.028, -0.007, 0.018, 0.014
73743, 0.278, -0.010, -0.002, -0.081, 0.018, -0.164
73949, 0.322, 0.183, -0.076, -0.096, 0.033, -0.193
74156, -0.403, 0.286, 0.043, -0.067, 0.018, -0.104
74361, 0.396, -0.306, -0.105, -0.067, 0.018, 0.044
74568, 0.056, 0.020, -0.076, -0.022, -0.011, -0.134
74774, -0.537, 0.035, 0.087, 0.008, -0.026, 0.103
74981, -0.359, -0.099, 0.028, 0.037, -0.026, 0.073
75187, -0.403, 0.020, 0.028, 0.022, -0.026, 0.014
75394, 0.041, -0.025, 0.028, -0.022, 0.018, -0.001
75599, 0.145, 0.079, -0.002, -0.007, 0.004, 0.044
75805, -0.300, -0.232, 0.072, -0.007, -0.011, -0.060
76012, -0.152, -0.188, 0.013, -0.007, 0.004, -0.075
76218, -0.122, -0.513, -0.061, -0.037, -0.011, 0.014
76425, 0.174, -0.010, 0.013, 0.037, -0.041, 0.044
76631, 0.026, -0.262, 0.072, 0.008, -0.011, -0.001
76837, 0.337, 0.079, -0.076, -0.022, 0.018, -0.001
77043, -0.033, -0.128, -0.002, -0.007, -0.011, -0.015
77250, 0.160, -0.069, -0.002, -0.007, -0.011, -0.015
77456, -0.003, -0.069, 0.132, -0.007, -0.026, -0.001
77662, -0.152, 0.094, 0.057, -0.007, -0.011, 0.014
77869, -0.107, 0.168, -0.017, -0.007, -0.011, 0.014
78074, -0.033, 0.168, -0.091, 0.022, -0.011, -0.075
78281, -0.003, -0.084, -0.031, -0.007, -0.011, -0.015
78487, -0.063, -0.114, -0.002, -0.007, -0.011, -0.030
78694, 0.011, -0.054, -0.031, -0.007, -0.011, -0.015
78900, -0.018, -0.128, 0.057, -0.007, -0.011, -0.030
79107, 0.041, -0.040, 0.013, -0.007, 0.004, -0.030
79312, 0.100, 0.079, 0.087, -0.007, -0.011, -0.030
79518, -0.077, -0.025, -0.002, -0.007, -0.011, -0.015
79725, 0.041, 0.123, -0.017, 0.022, -0.011, -0.045
79931, 0.189, 0.316, -0.031, -0.022, 0.004, -0.045
80138, 0.085, -0.040, -0.061, -0.022, 0.004, -0.060
80344, 0.011, 0.020, -0.046, -0.007, 0.004, -0.001
80550, -0.033, -0.262, 0.013, -0.007, -0.011, -0.015
80756, -0.018, -0.217, 0.013, -0.007, -0.011, -0.015
80963, 0.160, 0.005, -0.002, -0.007, -0.011, -0.045
81169, -0.137, -0.321, 0.043, -0.007, -0.011, -0.045
81375, -0.033, -0.099, 0.043, -0.007, -0.011, -0.045
81582, -0.196, 0.064, -0.002, 0.037, -0.041, -0.030
81787, 0.011, -0.040, -0.061, 0.008, -0.011, -0.001
81994, -0.033, -0.114, -0.031, -0.007, 0.004, -0.001
82200, -0.003, 0.005, 0.013, -0.007, 0.004, -0.030
82407, 0.115, 0.257, -0.031, -0.037, 0.018, -0.060
82613, -0.048, 0.049, -0.046, -0.022, -0.011, -0.015
82819, 0.026, -0.188, -0.046, 0.008, 0.004, -0.015
83025, 0.160, 0.360, -0.017, 0.008, 0.018, -0.030
83231, -0.240, -0.202, -0.031, -0.022, 0.004, -0.001
83438, 0.026, 0.020, 0.043, -0.022, 0.004, -0.015
83644, -0.092, -0.084, 0.028, -0.022, 0.004, -0.030
83851, -0.063, 0.079, -0.091, -0.007, -0.011, -0.015
84057, 0.056, -0.040, 0.013, -0.022, 0.004, 0.014
84263, 0.174, -0.188, 0.028, -0.007, 0.004, -0.030
84469, 0.056, 0.020, 0.013, 0.008, -0.011, 0.014
84675, 0.293, -0.025, -0.017, 0.008, -0.011, -0.001
84882, 0.011, -0.040, -0.046, -0.007, 0.004, 0.118
85088, -0.300, -0.617, -0.031, 0.037, -0.056, -0.015
85295, -0.077, 0.049, -0.017, -0.022, -0.011, 0.073
85500, 1.078, -0.410, -0.091, -0.022, -0.011, -0.164
85707, -0.492, 0.316, -0.046, 0.037, -0.026, 0.103
85913, 0.456, -0.380, -0.002, 0.008, -0.011, 0.073
86119, 0.278, 0.331, -0.076, 0.008, -0.011, -0.001
86326, -0.359, 0.168, -0.076, 0.022, -0.011, 0.044
86532, -0.463, -0.232, -0.031, 0.052, -0.026, 0.162
86738, -0.211, -0.217, 0.087, 0.022, -0.011, 0.029
86944, -0.077, -0.025, 0.028, -0.007, -0.011, 0.059
87151, -0.240, 0.449, 0.102, -0.022, 0.004, 0.073
87357, -0.270, 0.612, -0.017, -0.022, -0.011, 0.029
